Sno,Date,Time,State/UnionTerritory,ConfirmedIndianNational,ConfirmedForeignNational,Cured,Deaths,Confirmed,Active,Population Density,Urban Population,Rural Population,Y1_New_Confirmed,Y2_New_Cured,Y3_New_Deaths
3803,06/07/20,8:00 AM,Maharashtra,-,-,111740,8822,206619,86057,365,50818259,61556074,5368,3522,204
3839,07/07/20,8:00 AM,Maharashtra,-,-,115262,9026,211987,87699,365,50818259,61556074,5134,3296,224
3875,08/07/20,8:00 AM,Maharashtra,-,-,118558,9250,217121,89313,365,50818259,61556074,6603,4634,198
3911,09/07/20,8:00 AM,Maharashtra,-,-,123192,9448,223724,91084,365,50818259,61556074,6875,4067,219
3947,10/07/20,8:00 AM,Maharashtra,-,-,127259,9667,230599,93673,365,50818259,61556074,7862,5366,226
3983,11/07/20,8:00 AM,Maharashtra,-,-,132625,9893,238461,95943,365,50818259,61556074,8139,4360,223
4019,12/07/20,8:00 AM,Maharashtra,-,-,136985,10116,246600,99499,365,50818259,61556074,7827,3340,173
4055,13/07/20,8:00 AM,Maharashtra,-,-,140325,10289,254427,103813,365,50818259,61556074,6497,4182,193
4091,14/07/20,8:00 AM,Maharashtra,-,-,144507,10482,260924,105935,365,50818259,61556074,6741,4500,213
4127,15/07/20,8:00 AM,Maharashtra,-,-,149007,10695,267665,107963,365,50818259,61556074,7975,3606,233
4163,16/07/20,8:00 AM,Maharashtra,-,-,152613,10928,275640,112099,365,50818259,61556074,8641,5527,266
4199,17/07/20,8:00 AM,Maharashtra,-,-,158140,11194,284281,114947,365,50818259,61556074,8308,2217,258
4235,18/07/20,8:00 AM,Maharashtra,-,-,160357,11452,292589,120780,365,50818259,61556074,8348,5306,144
4271,19/07/20,8:00 AM,Maharashtra,-,-,165663,11596,300937,123678,365,50818259,61556074,9518,3906,258
4306,20/07/20,8:00 AM,Maharashtra,-,-,169569,11854,310455,129032,365,50818259,61556074,8240,5460,176
4341,21/07/20,8:00 AM,Maharashtra,-,-,175029,12030,318695,131636,365,50818259,61556074,8336,7188,246
4376,22/07/20,8:00 AM,Maharashtra,-,-,182217,12276,327031,132538,365,50818259,61556074,10576,5552,280
4411,23/07/20,8:00 AM,Maharashtra,-,-,187769,12556,337607,137282,365,50818259,61556074,9895,6484,298
4446,24/07/20,8:00 AM,Maharashtra,-,-,194253,12854,347502,140395,365,50818259,61556074,9615,5714,278
4481,25/07/20,8:00 AM,Maharashtra,-,-,199967,13132,357117,144018,365,50818259,61556074,9251,7227,257
4516,26/07/20,8:00 AM,Maharashtra,-,-,207194,13389,366368,145785,365,50818259,61556074,9431,6044,267
4551,27/07/20,8:00 AM,Maharashtra,-,-,213238,13656,375799,148905,365,50818259,61556074,7924,8706,227
4586,28/07/20,8:00 AM,Maharashtra,-,-,221944,13883,383723,147896,365,50818259,61556074,7717,10333,282
4621,29/07/20,8:00 AM,Maharashtra,-,-,232277,14165,391440,144998,365,50818259,61556074,9211,7478,298
4656,30/07/20,8:00 AM,Maharashtra,-,-,239755,14463,400651,146433,365,50818259,61556074,11147,8860,266
4691,31/07/20,8:00 AM,Maharashtra,-,-,248615,14729,411798,148454,365,50818259,61556074,10320,7543,265
4726,01/08/20,8:00 AM,Maharashtra,-,-,256158,14994,422118,150966,365,50818259,61556074,9601,10725,322
4761,02/08/20,8:00 AM,Maharashtra,-,-,266883,15316,431719,149520,365,50818259,61556074,9509,9926,260
4796,03/08/20,8:00 AM,Maharashtra,-,-,276809,15576,441228,148843,365,50818259,61556074,8968,10221,266
4831,04/08/20,8:00 AM,Maharashtra,-,-,287030,15842,450196,147324,365,50818259,61556074,7760,12326,300
4866,05/08/20,8:00 AM,Maharashtra,-,-,299356,16142,457956,142458,365,50818259,61556074,10309,6165,334
4901,06/08/20,8:00 AM,Maharashtra,-,-,305521,16476,468265,146268,365,50818259,61556074,11514,10854,316
4936,07/08/20,8:00 AM,Maharashtra,-,-,316375,16792,479779,146612,365,50818259,61556074,10483,10906,300
4971,08/08/20,8:00 AM,Maharashtra,-,-,327281,17092,490262,145889,365,50818259,61556074,12822,11081,275
5006,09/08/20,8:00 AM,Maharashtra,-,-,338362,17367,503084,147355,365,50818259,61556074,12248,13348,390
5041,10/08/20,8:00 AM,Maharashtra,-,-,351710,17757,515332,145865,365,50818259,61556074,9181,6711,293
5076,11/08/20,8:00 AM,Maharashtra,-,-,358421,18050,524513,148042,365,50818259,61556074,11088,10014,256
5111,12/08/20,8:00 AM,Maharashtra,-,-,368435,18306,535601,148860,365,50818259,61556074,12712,13408,344
5146,13/08/20,8:00 AM,Maharashtra,-,-,381843,18650,548313,147820,365,50818259,61556074,11813,9115,413
5181,14/08/20,8:00 AM,Maharashtra,-,-,390958,19063,560126,150105,365,50818259,61556074,12608,10484,364
5216,15/08/20,8:00 AM,Maharashtra,-,-,401442,19427,572734,151865,365,50818259,61556074,12020,6844,322
5251,16/08/20,8:00 AM,Maharashtra,-,-,408286,19749,584754,156719,365,50818259,61556074,11111,8837,288
5286,17/08/20,8:00 AM,Maharashtra,-,-,417123,20037,595865,158705,365,50818259,61556074,8493,11391,228
5321,18/08/20,8:00 AM,Maharashtra,-,-,428514,20265,604358,155579,365,50818259,61556074,11119,9356,422
5356,19/08/20,8:00 AM,Maharashtra,-,-,437870,20687,615477,156920,365,50818259,61556074,13165,9011,346
5391,20/08/20,8:00 AM,Maharashtra,-,-,446881,21033,628642,160728,365,50818259,61556074,14647,12243,326
5426,21/08/20,8:00 AM,Maharashtra,-,-,459124,21359,643289,162806,365,50818259,61556074,14161,11749,339
5461,22/08/20,8:00 AM,Maharashtra,-,-,470873,21698,657450,164879,365,50818259,61556074,14492,9241,297
5496,23/08/20,8:00 AM,Maharashtra,-,-,480114,21995,671942,169833,365,50818259,61556074,10441,8157,258
5531,24/08/20,8:00 AM,Maharashtra,-,-,488271,22253,682383,171859,365,50818259,61556074,11015,14219,212
5566,25/08/20,8:00 AM,Maharashtra,-,-,502490,22465,693398,168443,365,50818259,61556074,10425,12300,329
5601,26/08/20,8:00 AM,Maharashtra,-,-,514790,22794,703823,166239,365,50818259,61556074,14888,7637,295
5636,27/08/20,8:00 AM,Maharashtra,-,-,522427,23089,718711,173195,365,50818259,61556074,14857,9136,355
5671,28/08/20,8:00 AM,Maharashtra,-,-,531563,23444,733568,178561,365,50818259,61556074,14427,11607,331
5706,29/08/20,8:00 AM,Maharashtra,-,-,543170,23775,747995,181050,365,50818259,61556074,16286,11541,328
5741,30/08/20,8:00 AM,Maharashtra,-,-,554711,24103,764281,185467,365,50818259,61556074,16408,7690,296
5776,31/08/20,8:00 AM,Maharashtra,-,-,562401,24399,780689,193889,365,50818259,61556074,11852,11158,184
5811,01/09/20,8:00 AM,Maharashtra,-,-,573559,24583,792541,194399,365,50818259,61556074,15765,10978,320
5846,02/09/20,8:00 AM,Maharashtra,-,-,584537,24903,808306,198866,365,50818259,61556074,17433,13959,292
5881,03/09/20,8:00 AM,Maharashtra,-,-,598496,25195,825739,202048,365,50818259,61556074,18105,13988,391
5916,04/09/20,8:00 AM,Maharashtra,-,-,612484,25586,843844,205774,365,50818259,61556074,19218,13289,378
5951,05/09/20,8:00 AM,Maharashtra,-,-,625773,25964,863062,211325,365,50818259,61556074,20800,10801,312
5986,06/09/20,8:00 AM,Maharashtra,-,-,636574,26276,883862,221012,365,50818259,61556074,23350,7826,328
6021,07/09/20,8:00 AM,Maharashtra,-,-,644400,26604,907212,236208,365,50818259,61556074,16429,14922,423
6056,08/09/20,8:00 AM,Maharashtra,-,-,659322,27027,923641,237292,365,50818259,61556074,20131,13234,380
6091,09/09/20,8:00 AM,Maharashtra,-,-,672556,27407,943772,243809,365,50818259,61556074,23577,13906,380
6126,10/09/20,8:00 AM,Maharashtra,-,-,686462,27787,967349,253100,365,50818259,61556074,23446,14253,495
6161,11/09/20,8:00 AM,Maharashtra,-,-,700715,28282,990795,261798,365,50818259,61556074,24886,14308,442
6196,12/09/20,8:00 AM,Maharashtra,-,-,715023,28724,1015681,271934,365,50818259,61556074,22084,13489,391
6231,13/09/20,8:00 AM,Maharashtra,-,-,728512,29115,1037765,280138,365,50818259,61556074,22543,11549,416
6266,14/09/20,8:00 AM,Maharashtra,-,-,740061,29531,1060308,290716,365,50818259,61556074,17066,15789,363
6301,15/09/20,8:00 AM,Maharashtra,-,-,755850,29894,1077374,291630,365,50818259,61556074,20482,19423,515
6336,16/09/20,8:00 AM,Maharashtra,-,-,775273,30409,1097856,292174,365,50818259,61556074,23365,17559,474
328,24/03/20,6:00 PM,Manipur,1,0,0,0,1,1,122,776515,1793875,0,0,0
352,25/03/20,6:00 PM,Manipur,1,0,0,0,1,1,122,776515,1793875,0,0,0
382,26/03/20,6:00 PM,Manipur,1,0,0,0,1,1,122,776515,1793875,0,0,0
409,27/03/20,10:00 AM,Manipur,1,0,0,0,1,1,122,776515,1793875,0,0,0
436,28/03/20,6:00 PM,Manipur,1,0,0,0,1,1,122,776515,1793875,0,0,0
463,29/03/20,7:30 PM,Manipur,-,-,0,0,1,1,122,776515,1793875,0,0,0
490,30/03/20,9:30 PM,Manipur,-,-,0,0,1,1,122,776515,1793875,0,0,0
518,31/03/20,8:30 PM,Manipur,-,-,0,0,1,1,122,776515,1793875,0,0,0
548,01/04/20,7:30 PM,Manipur,-,-,0,0,1,1,122,776515,1793875,0,0,0
577,02/04/20,6:00 PM,Manipur,-,-,0,0,1,1,122,776515,1793875,1,0,0
607,03/04/20,6:00 PM,Manipur,-,-,0,0,2,2,122,776515,1793875,0,0,0
638,04/04/20,6:00 PM,Manipur,-,-,0,0,2,2,122,776515,1793875,0,0,0
668,05/04/20,6:00 PM,Manipur,-,-,0,0,2,2,122,776515,1793875,0,0,0
698,06/04/20,6:00 PM,Manipur,-,-,0,0,2,2,122,776515,1793875,0,0,0
728,07/04/20,6:00 PM,Manipur,-,-,0,0,2,2,122,776515,1793875,0,0,0
759,08/04/20,5:00 PM,Manipur,-,-,0,0,2,2,122,776515,1793875,0,1,0
790,09/04/20,5:00 PM,Manipur,-,-,1,0,2,1,122,776515,1793875,0,0,0
821,10/04/20,5:00 PM,Manipur,-,-,1,0,2,1,122,776515,1793875,0,0,0
852,11/04/20,5:00 PM,Manipur,-,-,1,0,2,1,122,776515,1793875,0,0,0
883,12/04/20,5:00 PM,Manipur,-,-,1,0,2,1,122,776515,1793875,0,0,0
914,13/04/20,5:00 PM,Manipur,-,-,1,0,2,1,122,776515,1793875,0,0,0
946,14/04/20,5:00 PM,Manipur,-,-,1,0,2,1,122,776515,1793875,0,0,0
979,15/04/20,5:00 PM,Manipur,-,-,1,0,2,1,122,776515,1793875,0,0,0
1012,16/04/20,5:00 PM,Manipur,-,-,1,0,2,1,122,776515,1793875,0,0,0
1045,17/04/20,5:00 PM,Manipur,-,-,1,0,2,1,122,776515,1793875,0,0,0
1078,18/04/20,5:00 PM,Manipur,-,-,1,0,2,1,122,776515,1793875,0,0,0
1111,19/04/20,5:00 PM,Manipur,-,-,1,0,2,1,122,776515,1793875,0,1,0
1144,20/04/20,5:00 PM,Manipur,-,-,2,0,2,0,122,776515,1793875,0,0,0
1177,21/04/20,5:00 PM,Manipur,-,-,2,0,2,0,122,776515,1793875,0,0,0
1210,22/04/20,5:00 PM,Manipur,-,-,2,0,2,0,122,776515,1793875,0,0,0
1242,23/04/20,5:00 PM,Manipur,-,-,2,0,2,0,122,776515,1793875,0,0,0
1274,24/04/20,5:00 PM,Manipur,-,-,2,0,2,0,122,776515,1793875,0,0,0
1306,25/04/20,5:00 PM,Manipur,-,-,2,0,2,0,122,776515,1793875,0,0,0
1338,26/04/20,5:00 PM,Manipur,-,-,2,0,2,0,122,776515,1793875,0,0,0
1370,27/04/20,5:00 PM,Manipur,-,-,2,0,2,0,122,776515,1793875,0,0,0
1402,28/04/20,5:00 PM,Manipur,-,-,2,0,2,0,122,776515,1793875,0,0,0
1434,29/04/20,5:00 PM,Manipur,-,-,2,0,2,0,122,776515,1793875,0,0,0
1466,30/04/20,5:00 PM,Manipur,-,-,2,0,2,0,122,776515,1793875,0,0,0
1498,01/05/20,5:00 PM,Manipur,-,-,2,0,2,0,122,776515,1793875,0,0,0
1530,02/05/20,5:00 PM,Manipur,-,-,2,0,2,0,122,776515,1793875,0,0,0
1562,03/05/20,5:00 PM,Manipur,-,-,2,0,2,0,122,776515,1793875,0,0,0
1594,04/05/20,5:00 PM,Manipur,-,-,2,0,2,0,122,776515,1793875,0,0,0
1626,05/05/20,5:00 PM,Manipur,-,-,2,0,2,0,122,776515,1793875,0,0,0
1659,06/05/20,8:00 AM,Manipur,-,-,2,0,2,0,122,776515,1793875,0,0,0
1692,07/05/20,8:00 AM,Manipur,-,-,2,0,2,0,122,776515,1793875,0,0,0
1725,08/05/20,8:00 AM,Manipur,-,-,2,0,2,0,122,776515,1793875,0,0,0
1758,09/05/20,8:00 AM,Manipur,-,-,2,0,2,0,122,776515,1793875,0,0,0
1791,10/05/20,8:00 AM,Manipur,-,-,2,0,2,0,122,776515,1793875,0,0,0
1824,11/05/20,8:00 AM,Manipur,-,-,2,0,2,0,122,776515,1793875,0,0,0
1857,12/05/20,8:00 AM,Manipur,-,-,2,0,2,0,122,776515,1793875,0,0,0
1890,13/05/20,8:00 AM,Manipur,-,-,2,0,2,0,122,776515,1793875,0,0,0
1923,14/05/20,8:00 AM,Manipur,-,-,2,0,2,0,122,776515,1793875,1,0,0
1956,15/05/20,8:00 AM,Manipur,-,-,2,0,3,1,122,776515,1793875,0,0,0
1989,16/05/20,8:00 AM,Manipur,-,-,2,0,3,1,122,776515,1793875,4,0,0
2022,17/05/20,8:00 AM,Manipur,-,-,2,0,7,5,122,776515,1793875,0,0,0
2055,18/05/20,8:00 AM,Manipur,-,-,2,0,7,5,122,776515,1793875,0,0,0
2088,19/05/20,8:00 AM,Manipur,-,-,2,0,7,5,122,776515,1793875,2,0,0
2121,20/05/20,8:00 AM,Manipur,-,-,2,0,9,7,122,776515,1793875,16,0,0
2155,21/05/20,8:00 AM,Manipur,-,-,2,0,25,23,122,776515,1793875,0,0,0
2189,22/05/20,8:00 AM,Manipur,-,-,2,0,25,23,122,776515,1793875,1,0,0
2223,23/05/20,8:00 AM,Manipur,-,-,2,0,26,24,122,776515,1793875,3,2,0
2257,24/05/20,8:00 AM,Manipur,-,-,4,0,29,25,122,776515,1793875,3,0,0
2292,25/05/20,8:00 AM,Manipur,-,-,4,0,32,28,122,776515,1793875,7,0,0
2327,26/05/20,8:00 AM,Manipur,-,-,4,0,39,35,122,776515,1793875,0,0,0
2363,27/05/20,8:00 AM,Manipur,-,-,4,0,39,35,122,776515,1793875,5,0,0
2399,28/05/20,8:00 AM,Manipur,-,-,4,0,44,40,122,776515,1793875,11,1,0
2435,29/05/20,8:00 AM,Manipur,-,-,5,0,55,50,122,776515,1793875,4,3,0
2471,30/05/20,8:00 AM,Manipur,-,-,8,0,59,51,122,776515,1793875,3,0,0
2507,31/05/20,8:00 AM,Manipur,-,-,8,0,62,54,122,776515,1793875,9,3,0
2543,01/06/20,8:00 AM,Manipur,-,-,11,0,71,60,122,776515,1793875,12,0,0
2579,02/06/20,8:00 AM,Manipur,-,-,11,0,83,72,122,776515,1793875,6,3,0
2615,03/06/20,8:00 AM,Manipur,-,-,14,0,89,75,122,776515,1793875,29,24,0
2651,04/06/20,8:00 AM,Manipur,-,-,38,0,118,80,122,776515,1793875,6,0,0
2687,05/06/20,8:00 AM,Manipur,-,-,38,0,124,86,122,776515,1793875,8,3,0
2723,06/06/20,8:00 AM,Manipur,-,-,41,0,132,91,122,776515,1793875,25,11,0
2759,07/06/20,8:00 AM,Manipur,-,-,52,0,157,105,122,776515,1793875,15,0,0
2795,08/06/20,8:00 AM,Manipur,-,-,52,0,172,120,122,776515,1793875,100,6,0
2831,09/06/20,8:00 AM,Manipur,-,-,58,0,272,214,122,776515,1793875,32,3,0
2867,10/06/20,8:00 AM,Manipur,-,-,61,0,304,243,122,776515,1793875,7,2,0
2904,11/06/20,8:00 AM,Manipur,-,-,63,0,311,248,122,776515,1793875,55,10,0
2940,12/06/20,8:00 AM,Manipur,-,-,73,0,366,293,122,776515,1793875,19,4,0
2976,13/06/20,8:00 AM,Manipur,-,-,77,0,385,308,122,776515,1793875,64,14,0
3012,14/06/20,8:00 AM,Manipur,-,-,91,0,449,358,122,776515,1793875,9,0,0
3048,15/06/20,8:00 AM,Manipur,-,-,91,0,458,367,122,776515,1793875,32,60,0
3084,16/06/20,8:00 AM,Manipur,-,-,151,0,490,339,122,776515,1793875,10,8,0
3120,17/06/20,8:00 AM,Manipur,-,-,159,0,500,341,122,776515,1793875,52,33,0
3156,18/06/20,8:00 AM,Manipur,-,-,192,0,552,360,122,776515,1793875,54,7,0
3192,19/06/20,8:00 AM,Manipur,-,-,199,0,606,407,122,776515,1793875,75,19,0
3228,20/06/20,8:00 AM,Manipur,-,-,218,0,681,463,122,776515,1793875,96,14,0
3264,21/06/20,8:00 AM,Manipur,-,-,232,0,777,545,122,776515,1793875,64,18,0
3300,22/06/20,8:00 AM,Manipur,-,-,250,0,841,591,122,776515,1793875,57,0,0
3336,23/06/20,8:00 AM,Manipur,-,-,250,0,898,648,122,776515,1793875,23,8,0
3372,24/06/20,8:00 AM,Manipur,-,-,258,0,921,663,122,776515,1793875,49,70,0
3408,25/06/20,8:00 AM,Manipur,-,-,328,0,970,642,122,776515,1793875,86,26,0
3444,26/06/20,8:00 AM,Manipur,-,-,354,0,1056,702,122,776515,1793875,19,39,0
3480,27/06/20,8:00 AM,Manipur,-,-,393,0,1075,682,122,776515,1793875,17,39,0
3516,28/06/20,8:00 AM,Manipur,-,-,432,0,1092,660,122,776515,1793875,93,23,0
3552,29/06/20,8:00 AM,Manipur,-,-,455,0,1185,730,122,776515,1793875,42,39,0
3588,30/06/20,8:00 AM,Manipur,-,-,494,0,1227,733,122,776515,1793875,7,59,0
3624,01/07/20,8:00 AM,Manipur,-,-,553,0,1234,681,122,776515,1793875,26,26,0
3660,02/07/20,8:00 AM,Manipur,-,-,579,0,1260,681,122,776515,1793875,19,38,0
3696,03/07/20,8:00 AM,Manipur,-,-,617,0,1279,662,122,776515,1793875,37,22,0
3732,04/07/20,8:00 AM,Manipur,-,-,639,0,1316,677,122,776515,1793875,9,28,0
3768,05/07/20,8:00 AM,Manipur,-,-,667,0,1325,658,122,776515,1793875,41,21,0
3804,06/07/20,8:00 AM,Manipur,-,-,688,0,1366,678,122,776515,1793875,24,46,0
3840,07/07/20,8:00 AM,Manipur,-,-,734,0,1390,656,122,776515,1793875,40,37,0
3876,08/07/20,8:00 AM,Manipur,-,-,771,0,1430,659,122,776515,1793875,5,22,0
3912,09/07/20,8:00 AM,Manipur,-,-,793,0,1435,642,122,776515,1793875,15,6,0
3948,10/07/20,8:00 AM,Manipur,-,-,799,0,1450,651,122,776515,1793875,132,33,0
3984,11/07/20,8:00 AM,Manipur,-,-,832,0,1582,750,122,776515,1793875,11,11,0
4020,12/07/20,8:00 AM,Manipur,-,-,843,0,1593,750,122,776515,1793875,16,53,0
4056,13/07/20,8:00 AM,Manipur,-,-,896,0,1609,713,122,776515,1793875,17,74,0
4092,14/07/20,8:00 AM,Manipur,-,-,970,0,1626,656,122,776515,1793875,46,0,0
4128,15/07/20,8:00 AM,Manipur,-,-,970,0,1672,702,122,776515,1793875,28,19,0
4164,16/07/20,8:00 AM,Manipur,-,-,989,0,1700,711,122,776515,1793875,64,140,0
4200,17/07/20,8:00 AM,Manipur,-,-,1129,0,1764,635,122,776515,1793875,36,34,0
4236,18/07/20,8:00 AM,Manipur,-,-,1163,0,1800,637,122,776515,1793875,91,19,0
4272,19/07/20,8:00 AM,Manipur,-,-,1182,0,1891,709,122,776515,1793875,20,31,0
4307,20/07/20,8:00 AM,Manipur,-,-,1213,0,1911,698,122,776515,1793875,14,94,0
4342,21/07/20,8:00 AM,Manipur,-,-,1307,0,1925,618,122,776515,1793875,90,93,0
4377,22/07/20,8:00 AM,Manipur,-,-,1400,0,2015,615,122,776515,1793875,45,28,0
4412,23/07/20,8:00 AM,Manipur,-,-,1428,0,2060,632,122,776515,1793875,55,38,0
4447,24/07/20,8:00 AM,Manipur,-,-,1466,0,2115,649,122,776515,1793875,31,25,0
4482,25/07/20,8:00 AM,Manipur,-,-,1491,0,2146,655,122,776515,1793875,30,33,0
4517,26/07/20,8:00 AM,Manipur,-,-,1524,0,2176,652,122,776515,1793875,59,30,0
4552,27/07/20,8:00 AM,Manipur,-,-,1554,0,2235,681,122,776515,1793875,51,42,0
4587,28/07/20,8:00 AM,Manipur,-,-,1596,0,2286,690,122,776515,1793875,31,16,0
4622,29/07/20,8:00 AM,Manipur,-,-,1612,0,2317,705,122,776515,1793875,141,27,0
4657,30/07/20,8:00 AM,Manipur,-,-,1639,0,2458,819,122,776515,1793875,47,33,4
4692,31/07/20,8:00 AM,Manipur,-,-,1672,4,2505,829,122,776515,1793875,116,17,1
4727,01/08/20,8:00 AM,Manipur,-,-,1689,5,2621,927,122,776515,1793875,135,10,1
4762,02/08/20,8:00 AM,Manipur,-,-,1699,6,2756,1051,122,776515,1793875,75,38,1
4797,03/08/20,8:00 AM,Manipur,-,-,1737,7,2831,1087,122,776515,1793875,89,29,0
4832,04/08/20,8:00 AM,Manipur,-,-,1766,7,2920,1147,122,776515,1793875,98,48,0
4867,05/08/20,8:00 AM,Manipur,-,-,1814,7,3018,1197,122,776515,1793875,75,48,0
4902,06/08/20,8:00 AM,Manipur,-,-,1862,7,3093,1224,122,776515,1793875,124,43,1
4937,07/08/20,8:00 AM,Manipur,-,-,1905,8,3217,1304,122,776515,1793875,249,21,2
4972,08/08/20,8:00 AM,Manipur,-,-,1926,10,3466,1530,122,776515,1793875,169,1,1
5007,09/08/20,8:00 AM,Manipur,-,-,1927,11,3635,1697,122,776515,1793875,118,117,0
5042,10/08/20,8:00 AM,Manipur,-,-,2044,11,3753,1698,122,776515,1793875,100,78,0
5077,11/08/20,8:00 AM,Manipur,-,-,2122,11,3853,1720,122,776515,1793875,88,6,1
5112,12/08/20,8:00 AM,Manipur,-,-,2128,12,3941,1801,122,776515,1793875,41,103,0
5147,13/08/20,8:00 AM,Manipur,-,-,2231,12,3982,1739,122,776515,1793875,130,64,1
5182,14/08/20,8:00 AM,Manipur,-,-,2295,13,4112,1804,122,776515,1793875,86,65,0
5217,15/08/20,8:00 AM,Manipur,-,-,2360,13,4198,1825,122,776515,1793875,192,78,0
5252,16/08/20,8:00 AM,Manipur,-,-,2438,13,4390,1939,122,776515,1793875,179,194,3
5287,17/08/20,8:00 AM,Manipur,-,-,2632,16,4569,1921,122,776515,1793875,118,102,1
5322,18/08/20,8:00 AM,Manipur,-,-,2734,17,4687,1936,122,776515,1793875,78,55,1
5357,19/08/20,8:00 AM,Manipur,-,-,2789,18,4765,1958,122,776515,1793875,111,96,0
5392,20/08/20,8:00 AM,Manipur,-,-,2885,18,4876,1973,122,776515,1793875,49,117,0
5427,21/08/20,8:00 AM,Manipur,-,-,3002,18,4925,1905,122,776515,1793875,124,259,2
5462,22/08/20,8:00 AM,Manipur,-,-,3261,20,5049,1768,122,776515,1793875,83,194,2
5497,23/08/20,8:00 AM,Manipur,-,-,3455,22,5132,1655,122,776515,1793875,114,161,0
5532,24/08/20,8:00 AM,Manipur,-,-,3616,22,5246,1608,122,776515,1793875,116,98,0
5567,25/08/20,8:00 AM,Manipur,-,-,3714,22,5362,1626,122,776515,1793875,82,98,2
5602,26/08/20,8:00 AM,Manipur,-,-,3812,24,5444,1608,122,776515,1793875,141,17,1
5637,27/08/20,8:00 AM,Manipur,-,-,3829,25,5585,1731,122,776515,1793875,140,128,0
5672,28/08/20,8:00 AM,Manipur,-,-,3957,25,5725,1743,122,776515,1793875,118,100,2
5707,29/08/20,8:00 AM,Manipur,-,-,4057,27,5843,1759,122,776515,1793875,117,129,1
5742,30/08/20,8:00 AM,Manipur,-,-,4186,28,5960,1746,122,776515,1793875,152,53,0
5777,31/08/20,8:00 AM,Manipur,-,-,4239,28,6112,1845,122,776515,1793875,140,91,0
5812,01/09/20,8:00 AM,Manipur,-,-,4330,28,6252,1894,122,776515,1793875,130,120,1
5847,02/09/20,8:00 AM,Manipur,-,-,4450,29,6382,1903,122,776515,1793875,125,157,0
5882,03/09/20,8:00 AM,Manipur,-,-,4607,29,6507,1871,122,776515,1793875,102,167,3
5917,04/09/20,8:00 AM,Manipur,-,-,4774,32,6609,1803,122,776515,1793875,90,125,3
5952,05/09/20,8:00 AM,Manipur,-,-,4899,35,6699,1765,122,776515,1793875,184,76,1
5987,06/09/20,8:00 AM,Manipur,-,-,4975,36,6883,1872,122,776515,1793875,139,189,2
6022,07/09/20,8:00 AM,Manipur,-,-,5164,38,7022,1820,122,776515,1793875,84,194,0
6057,08/09/20,8:00 AM,Manipur,-,-,5358,38,7106,1710,122,776515,1793875,96,122,1
6092,09/09/20,8:00 AM,Manipur,-,-,5480,39,7202,1683,122,776515,1793875,160,68,1
6127,10/09/20,8:00 AM,Manipur,-,-,5548,40,7362,1774,122,776515,1793875,108,245,4
6162,11/09/20,8:00 AM,Manipur,-,-,5793,44,7470,1633,122,776515,1793875,109,209,0
6197,12/09/20,8:00 AM,Manipur,-,-,6002,44,7579,1533,122,776515,1793875,152,100,1
6232,13/09/20,8:00 AM,Manipur,-,-,6102,45,7731,1584,122,776515,1793875,144,89,1
6267,14/09/20,8:00 AM,Manipur,-,-,6191,46,7875,1638,122,776515,1793875,96,149,0
6302,15/09/20,8:00 AM,Manipur,-,-,6340,46,7971,1585,122,776515,1793875,239,78,1
6337,16/09/20,8:00 AM,Manipur,-,-,6418,47,8210,1745,122,776515,1793875,110,103,1
947,14/04/20,5:00 PM,Meghalaya,-,-,0,0,1,1,132,595450,2371439,6,0,1
980,15/04/20,5:00 PM,Meghalaya,-,-,0,1,7,6,132,595450,2371439,0,0,0
1013,16/04/20,5:00 PM,Meghalaya,-,-,0,1,7,6,132,595450,2371439,2,0,0
1046,17/04/20,5:00 PM,Meghalaya,-,-,0,1,9,8,132,595450,2371439,2,0,0
1079,18/04/20,5:00 PM,Meghalaya,-,-,0,1,11,10,132,595450,2371439,0,0,0
1112,19/04/20,5:00 PM,Meghalaya,-,-,0,1,11,10,132,595450,2371439,0,0,0
1145,20/04/20,5:00 PM,Meghalaya,-,-,0,1,11,10,132,595450,2371439,0,0,0
1178,21/04/20,5:00 PM,Meghalaya,-,-,0,1,11,10,132,595450,2371439,1,0,0
1211,22/04/20,5:00 PM,Meghalaya,-,-,0,1,12,11,132,595450,2371439,0,0,0
1243,23/04/20,5:00 PM,Meghalaya,-,-,0,1,12,11,132,595450,2371439,0,0,0
1275,24/04/20,5:00 PM,Meghalaya,-,-,0,1,12,11,132,595450,2371439,0,0,0
1307,25/04/20,5:00 PM,Meghalaya,-,-,0,1,12,11,132,595450,2371439,0,0,0
1339,26/04/20,5:00 PM,Meghalaya,-,-,0,1,12,11,132,595450,2371439,0,0,0
1371,27/04/20,5:00 PM,Meghalaya,-,-,0,1,12,11,132,595450,2371439,0,0,0
1403,28/04/20,5:00 PM,Meghalaya,-,-,0,1,12,11,132,595450,2371439,0,0,0
1435,29/04/20,5:00 PM,Meghalaya,-,-,0,1,12,11,132,595450,2371439,0,0,0
1467,30/04/20,5:00 PM,Meghalaya,-,-,0,1,12,11,132,595450,2371439,0,0,0
1499,01/05/20,5:00 PM,Meghalaya,-,-,0,1,12,11,132,595450,2371439,0,0,0
1531,02/05/20,5:00 PM,Meghalaya,-,-,0,1,12,11,132,595450,2371439,0,0,0
1563,03/05/20,5:00 PM,Meghalaya,-,-,0,1,12,11,132,595450,2371439,0,0,0
1595,04/05/20,5:00 PM,Meghalaya,-,-,0,1,12,11,132,595450,2371439,0,10,0
